Puzzle,Answer
"FAKE, FORGE, FABRICATE, FIX, FOOD, FASHION, FORWARD, FRIENDS, FUDGE, FIE, FRICK, FIDDLESTICKS, FIREFLY, FLEABAG, FLIPPER, FARGO","['FAKE, FORGE, FABRICATE, FIX', 'FOOD, FASHION, FORWARD, FRIENDS', 'FUDGE, FIE, FRICK, FIDDLESTICKS', 'FIREFLY, FLEABAG, FLIPPER, FARGO']"
"FALL, DROP, SINK, DIP, STRONG, SOUND, FIT, HEALTHY, SPRING, TAP, FOUNTAIN, WELL, SWIFT, KEYS, SUMMER, NICKS","['FALL, DROP, SINK, DIP', 'STRONG, SOUND, FIT, HEALTHY', 'SPRING, TAP, FOUNTAIN, WELL', 'SWIFT, KEYS, SUMMER, NICKS']"
"FANTASY, TOMORROW, FRONTIER, ADVENTURE, BUTTER, GARLIC, BREAD, PARSLEY, STAKE, BET, RISK, GAMBLE, FRUIT, BASEBALL, CRICKET, VAMPIRE","['FANTASY, TOMORROW, FRONTIER, ADVENTURE', 'BUTTER, GARLIC, BREAD, PARSLEY', 'STAKE, BET, RISK, GAMBLE', 'FRUIT, BASEBALL, CRICKET, VAMPIRE']"
"FELLOW, PEER, ASSOCIATE, PARTNER, STUDY, HALL, LOUNGE, LIBRARY, PEEP, BUNNY, EGG, JELLY BEAN, SPY, BIRTHMARK, ANIMAL, UNIT","['FELLOW, PEER, ASSOCIATE, PARTNER', 'STUDY, HALL, LOUNGE, LIBRARY', 'PEEP, BUNNY, EGG, JELLY BEAN', 'SPY, BIRTHMARK, ANIMAL, UNIT']"
"FERRIS WHEEL, MERRY-GO-ROUND, TILT-A-WHIRL, ROLLER COASTER, GREEN LIGHT, THUMBS-UP, CLEARANCE, GO-AHEAD, TAILGATE, RUMPELSTILTSKIN, BUMPER-TO-BUMPER, BUTTERMILK, CINDERELLA, DAVID-AND-GOLIATH, RAGS-TO-RICHES, UNDERDOG","['FERRIS WHEEL, MERRY-GO-ROUND, TILT-A-WHIRL, ROLLER COASTER', 'GREEN LIGHT, THUMBS-UP, CLEARANCE, GO-AHEAD', 'TAILGATE, RUMPELSTILTSKIN, BUMPER-TO-BUMPER, BUTTERMILK', 'CINDERELLA, DAVID-AND-GOLIATH, RAGS-TO-RICHES, UNDERDOG']"
"FIJI, VOSS, DASANI, EVIAN, POP, SAM, TONY, LUCKY, PALAU, JAPAN, CUBA, MALTA, MUD, JOE, BREW, JAVA","['FIJI, VOSS, DASANI, EVIAN', 'POP, SAM, TONY, LUCKY', 'PALAU, JAPAN, CUBA, MALTA', 'MUD, JOE, BREW, JAVA']"
"FINE, MINT, FAIR, GOOD, LINE, TRADE, FIELD, BUSINESS, POINT, PRONG, TIP, TINE, BUTTER, DOUGH, BRAZIL, PINE","['FINE, MINT, FAIR, GOOD', 'LINE, TRADE, FIELD, BUSINESS', 'POINT, PRONG, TIP, TINE', 'BUTTER, DOUGH, BRAZIL, PINE']"
"FIRE, AMP, HYPE, PSYCH, PUMP, FLAT, SLIDE, MULE, SPEAKER, CHAIR, WHIP, LEADER, MATTE, MIC, DUG, PEAT","['FIRE, AMP, HYPE, PSYCH', 'PUMP, FLAT, SLIDE, MULE', 'SPEAKER, CHAIR, WHIP, LEADER', 'MATTE, MIC, DUG, PEAT']"
"FIREWORKS, CHEMISTRY, SPARKS, ATTRACTION, REVOLUTION, LAP, CYCLE, TURN, COOKIES, HISTORY, DATA, CACHE, LIBERTY, DINNER, TINKER, BAR","['FIREWORKS, CHEMISTRY, SPARKS, ATTRACTION', 'REVOLUTION, LAP, CYCLE, TURN', 'COOKIES, HISTORY, DATA, CACHE', 'LIBERTY, DINNER, TINKER, BAR']"
"FISH, JUSTICE, SOLFEGE, LIBRA, DOME, BOWL, COLISEUM, ARENA, ALLEY, COURT, LANE, DRIVE, GUTTER, WHALE, TEAPOT, FOUNTAIN","['FISH, JUSTICE, SOLFEGE, LIBRA', 'DOME, BOWL, COLISEUM, ARENA', 'ALLEY, COURT, LANE, DRIVE', 'GUTTER, WHALE, TEAPOT, FOUNTAIN']"
"FIZZ, SLING, PUNCH, SOUR, CAKE, COAT, SMEAR, PLASTER, BAR, PIE, BUBBLE, LINE, BALLOON, TIRE, FLOATIE, BASKETBALL","['FIZZ, SLING, PUNCH, SOUR', 'CAKE, COAT, SMEAR, PLASTER', 'BAR, PIE, BUBBLE, LINE', 'BALLOON, TIRE, FLOATIE, BASKETBALL']"
"FLAMINGO, FOUNTAIN, GNOME, PINWHEEL, SHAPE, STATE, FORM, CONDITION, BUSH, COUNTRY, STICKS, WOODS, FISH, FOLK, FAIRY, TALL","['FLAMINGO, FOUNTAIN, GNOME, PINWHEEL', 'SHAPE, STATE, FORM, CONDITION', 'BUSH, COUNTRY, STICKS, WOODS', 'FISH, FOLK, FAIRY, TALL']"
"FLOATER, THREE, DUNK, LAYUP, SOLE, SKATE, PERCH, PIKE, BOUNCE, BODY, LIFT, VOLUME, FLOWER, PROBLEM, POSTER, ONLY","['FLOATER, THREE, DUNK, LAYUP', 'SOLE, SKATE, PERCH, PIKE', 'BOUNCE, BODY, LIFT, VOLUME', 'FLOWER, PROBLEM, POSTER, ONLY']"
"FLORIST, BAND, CATERER, OFFICIANT, GLEE, FESTIVITY, CHEER, MIRTH, CHOIR, FIRE, FRYER, LIAR, TAR, ORCHESTRA, SNAKE, BARBECUE","['FLORIST, BAND, CATERER, OFFICIANT', 'GLEE, FESTIVITY, CHEER, MIRTH', 'CHOIR, FIRE, FRYER, LIAR', 'TAR, ORCHESTRA, SNAKE, BARBECUE']"
"FLOSS, VOGUE, ROBOT, WORM, HIP, HOT, CHIC, IN, STRAW, VAMPIRE, VACUUM, LEECH, TUSK, FANG, CANINE, MOLAR","['FLOSS, VOGUE, ROBOT, WORM', 'HIP, HOT, CHIC, IN', 'STRAW, VAMPIRE, VACUUM, LEECH', 'TUSK, FANG, CANINE, MOLAR']"
"FLY, POCKET, RIVET, BUTTON, ANIMAL, DOOR, KINK, SUPREME, PLANE, POINT, LINE, SOLID, VIEW, WINDOW, HISTORY, FILE","['FLY, POCKET, RIVET, BUTTON', 'ANIMAL, DOOR, KINK, SUPREME', 'PLANE, POINT, LINE, SOLID', 'VIEW, WINDOW, HISTORY, FILE']"
"FOIL, GLOVE, MASK, JACKET, PLASTIC, LIMBER, ELASTIC, SUPPLE, LUMBER, TRUDGE, STOMP, PLOD, CELLOPHANE, ORGANISM, HARPOON, BASSINET","['FOIL, GLOVE, MASK, JACKET', 'PLASTIC, LIMBER, ELASTIC, SUPPLE', 'LUMBER, TRUDGE, STOMP, PLOD', 'CELLOPHANE, ORGANISM, HARPOON, BASSINET']"
"FOREST, DESERT, TUNDRA, GRASSLAND, GO, CAN, CHA, NAE, GECKO, MONITOR, IGUANA, CHAMELEON, TREE, LOTUS, COBRA, WARRIOR","['FOREST, DESERT, TUNDRA, GRASSLAND', 'GO, CAN, CHA, NAE', 'GECKO, MONITOR, IGUANA, CHAMELEON', 'TREE, LOTUS, COBRA, WARRIOR']"
"FORK, PART, SPLIT, BRANCH, TALK, DISH, TELL, SPILL, FORMULA, RECIPE, SECRET, TICKET, UNKNOWN, DOORKNOB, KNIFE, TOPKNOT","['FORK, PART, SPLIT, BRANCH', 'TALK, DISH, TELL, SPILL', 'FORMULA, RECIPE, SECRET, TICKET', 'UNKNOWN, DOORKNOB, KNIFE, TOPKNOT']"
"FORMAL, RAVE, BALL, HOP, QUESTION MARK, THUMBS UP, EXCLAMATION POINTS, HEART, COOKWARE, BAD REVIEW, SATYR, CAMERA MOVEMENT, PERIOD, DOT, POINT, TITTLE","['FORMAL, RAVE, BALL, HOP', 'QUESTION MARK, THUMBS UP, EXCLAMATION POINTS, HEART', 'COOKWARE, BAD REVIEW, SATYR, CAMERA MOVEMENT', 'PERIOD, DOT, POINT, TITTLE']"
"FOX, LYNX, ORYX, IBEX, BOOK, BOUNCE, RUN, SPLIT, JET, ONYX, RAVEN, EBONY, ASH, BLACK, CYBER, FAT","['FOX, LYNX, ORYX, IBEX', 'BOOK, BOUNCE, RUN, SPLIT', 'JET, ONYX, RAVEN, EBONY', 'ASH, BLACK, CYBER, FAT']"
"FREESTYLE, MAKE UP, AD-LIB, IMPROV, SURFACE, COSMETIC, EXTERNAL, SHALLOW, CRAWL, BABBLE, COO, NURSE, SIDE, BUTTERFLY, DOMINO, PLACEBO","['FREESTYLE, MAKE UP, AD-LIB, IMPROV', 'SURFACE, COSMETIC, EXTERNAL, SHALLOW', 'CRAWL, BABBLE, COO, NURSE', 'SIDE, BUTTERFLY, DOMINO, PLACEBO']"
"FREEZE, ECHO, DROP, LAG, MIME, SAILOR, REFEREE, PRISONER, APOLLO, FANTASTIC, SAMURAI, CANDLES, PARROT, MONKEY, PRINCESS, GENIE","['FREEZE, ECHO, DROP, LAG', 'MIME, SAILOR, REFEREE, PRISONER', 'APOLLO, FANTASTIC, SAMURAI, CANDLES', 'PARROT, MONKEY, PRINCESS, GENIE']"
"FRILL, TRIM, BORDER, FRINGE, SWELL, WAX, GROW, MOUNT, NEAT, DRY, VIRGIN, STRAIGHT, BIKINI, CHEESE, BEAN, THEORY","['FRILL, TRIM, BORDER, FRINGE', 'SWELL, WAX, GROW, MOUNT', 'NEAT, DRY, VIRGIN, STRAIGHT', 'BIKINI, CHEESE, BEAN, THEORY']"
"FRONT, CHARADE, BLUFF, ACT, PEEK, PEAK, PIQUE, PEKE, RIDGE, CLIFF, CRAG, LEDGE, GANDER, LOOK, GLANCE, GLIMPSE","['FRONT, CHARADE, BLUFF, ACT', 'PEEK, PEAK, PIQUE, PEKE', 'RIDGE, CLIFF, CRAG, LEDGE', 'GANDER, LOOK, GLANCE, GLIMPSE']"
"FRONTIER, ALASKA, SPIRIT, SOUTHWEST, SHARP, QUICK, BRIGHT, CLEVER, SMART, MARS, LASSO, ROGERS, COWBOY, SHERIFF, OUTLAW, DRIFTER","['FRONTIER, ALASKA, SPIRIT, SOUTHWEST', 'SHARP, QUICK, BRIGHT, CLEVER', 'SMART, MARS, LASSO, ROGERS', 'COWBOY, SHERIFF, OUTLAW, DRIFTER']"
"FRONTIER, SPIRIT, VIRGIN, UNITED, IOTA, DELTA, CHI, BETA, KNEW, NEW, NU, GNU, GNOME, GNOCCHI, GNAW, GNAT","['FRONTIER, SPIRIT, VIRGIN, UNITED', 'IOTA, DELTA, CHI, BETA', 'KNEW, NEW, NU, GNU', 'GNOME, GNOCCHI, GNAW, GNAT']"
"FRY, WING, NACHO, POPPER, CHIP, DING, SCRATCH, NICK, RIGHT, BINGO, YES, CORRECT, APPLE, CRACKER, FLAP, LUMBER","['FRY, WING, NACHO, POPPER', 'CHIP, DING, SCRATCH, NICK', 'RIGHT, BINGO, YES, CORRECT', 'APPLE, CRACKER, FLAP, LUMBER']"
"FUDGE, DOCTOR, TWIST, DISTORT, COBBLER, PIE, TART, CAKE, SMITH, FISHER, MASON, MILLER, MEAL, ROOT, DANCE, ONE","['FUDGE, DOCTOR, TWIST, DISTORT', 'COBBLER, PIE, TART, CAKE', 'SMITH, FISHER, MASON, MILLER', 'MEAL, ROOT, DANCE, ONE']"
"FURY, MAX, MAD, ROAD, HORROR, PICTURE, SHOW, ROCKY, HARRY, MET, WHEN, SALLY, ROGER, WHO, FRAMED, RABBIT","['FURY, MAX, MAD, ROAD', 'HORROR, PICTURE, SHOW, ROCKY', 'HARRY, MET, WHEN, SALLY', 'ROGER, WHO, FRAMED, RABBIT']"
"GAMBIT, QUEEN, MATE, BISHOP, GIANT, WOLF, PRINCESS, WITCH, NEW YORK, ROCK 'N ROLL, YOU, LUCY, WOODSTOCK, CHARLIE, PEPPERMINT PATTY, PIGPEN","['GAMBIT, QUEEN, MATE, BISHOP', 'GIANT, WOLF, PRINCESS, WITCH', ""NEW YORK, ROCK 'N ROLL, YOU, LUCY"", 'WOODSTOCK, CHARLIE, PEPPERMINT PATTY, PIGPEN']"
"GARLIC, MIRROR, STAKE, CRUCIFIX, PORK, BEEF, POULTRY, VENISON, CREAM, EGGSHELL, VANILLA, IVORY, ROW, SPAT, TIFF, QUARREL","['GARLIC, MIRROR, STAKE, CRUCIFIX', 'PORK, BEEF, POULTRY, VENISON', 'CREAM, EGGSHELL, VANILLA, IVORY', 'ROW, SPAT, TIFF, QUARREL']"
"GEAR, HANDLEBAR, WHEEL, PEDAL, BEARD, GOATEE, MUSTACHE, STUBBLE, DOG, TRACK, TAIL, FOLLOW, SHADOW, VOTE, MOVIE, DOUBT","['GEAR, HANDLEBAR, WHEEL, PEDAL', 'BEARD, GOATEE, MUSTACHE, STUBBLE', 'DOG, TRACK, TAIL, FOLLOW', 'SHADOW, VOTE, MOVIE, DOUBT']"
"GET IT, SEE, UNDERSTAND, CAPISCE, BIRTHDAY, THANK YOU, GET WELL, CONGRATULATIONS, HACK IT, MAKE DO, MANAGE, GET BY, CANDY, CONTACT, WITNESS, SHADOW","['GET IT, SEE, UNDERSTAND, CAPISCE', 'BIRTHDAY, THANK YOU, GET WELL, CONGRATULATIONS', 'HACK IT, MAKE DO, MANAGE, GET BY', 'CANDY, CONTACT, WITNESS, SHADOW']"
"GINGER, BABY, SCARY, POSH, CUMIN, CORIANDER, CLOVE, CARDAMOM, SUGAR, BOO, SWEETIE, HONEY, ANGEL, BIRD, AIRPLANE, PEGASUS","['GINGER, BABY, SCARY, POSH', 'CUMIN, CORIANDER, CLOVE, CARDAMOM', 'SUGAR, BOO, SWEETIE, HONEY', 'ANGEL, BIRD, AIRPLANE, PEGASUS']"
"GIRLS, PARACHUTE, RULE, FLEECE, MEAN, PLAN, AIM, INTEND, CURB, GUTTER, GRATE, MANHOLE, IN, OZ, GAL, CAL","['GIRLS, PARACHUTE, RULE, FLEECE', 'MEAN, PLAN, AIM, INTEND', 'CURB, GUTTER, GRATE, MANHOLE', 'IN, OZ, GAL, CAL']"
"GLOVE, BAT, BASE, BALL, SOCK, STRIKE, BLOW, LICK, IRON, BOOT, THIMBLE, TOP HAT, DUST, HONEY, BAD, BUGS","['GLOVE, BAT, BASE, BALL', 'SOCK, STRIKE, BLOW, LICK', 'IRON, BOOT, THIMBLE, TOP HAT', 'DUST, HONEY, BAD, BUGS']"
"GOLD, SILVER, COPPER, NICKEL, CHEEK, BRASS, NERVE, GALL, ELEPHANTS, CARS, TREES, SWIMMERS, LIBERTY, MERCURY, SKY, SPARKS","['GOLD, SILVER, COPPER, NICKEL', 'CHEEK, BRASS, NERVE, GALL', 'ELEPHANTS, CARS, TREES, SWIMMERS', 'LIBERTY, MERCURY, SKY, SPARKS']"
"GOLDEN, PIT, BOSTON, LAB, HOWL, IF, HARLEM, DADDY, AND, PLUS, WITH, ALSO, RANK, CLASS, DIVISION, TIER","['GOLDEN, PIT, BOSTON, LAB', 'HOWL, IF, HARLEM, DADDY', 'AND, PLUS, WITH, ALSO', 'RANK, CLASS, DIVISION, TIER']"
"GREAT, LEGEND, ICON, HERO, LIQUID, GAS, SOLID, PLASMA, PERFECT, ELEVATOR, FEVER, SALES, PHAT, PHILLY, PHEW, PHISH","['GREAT, LEGEND, ICON, HERO', 'LIQUID, GAS, SOLID, PLASMA', 'PERFECT, ELEVATOR, FEVER, SALES', 'PHAT, PHILLY, PHEW, PHISH']"
"GREEK, CHEF, GARDEN, WEDGE, SPORTS, BUSINESS, ARTS, COMICS, MONTICELLO, EAGLE, TORCH, SHIELD, CROWN, RINGS, ROOTS, BARK","['GREEK, CHEF, GARDEN, WEDGE', 'SPORTS, BUSINESS, ARTS, COMICS', 'MONTICELLO, EAGLE, TORCH, SHIELD', 'CROWN, RINGS, ROOTS, BARK']"
"GREEN, BLUE, WHITE, YELLOW, PRIME, SUPREME, PARAMOUNT, MAIN, PEACOCK, POSTURE, GRANDSTAND, STRUT, LOVE, COVER, SCARLET, CHAIN","['GREEN, BLUE, WHITE, YELLOW', 'PRIME, SUPREME, PARAMOUNT, MAIN', 'PEACOCK, POSTURE, GRANDSTAND, STRUT', 'LOVE, COVER, SCARLET, CHAIN']"
"GRILL, BROWN, CHAR, SEAR, HAMMER, DRUM, ANVIL, CANAL, CHARCOAL, RAVEN, JET, SABLE, GOLF BAG, TOOLBOX, LIMOUSINE, MOVIE SET","['GRILL, BROWN, CHAR, SEAR', 'HAMMER, DRUM, ANVIL, CANAL', 'CHARCOAL, RAVEN, JET, SABLE', 'GOLF BAG, TOOLBOX, LIMOUSINE, MOVIE SET']"
"GROUNDS, GREEN, LAWN, FIELD, HEAD, CHAIR, DIRECTOR, CHIEF, BROWN, FICTION, DOGS, UNCHAINED, PEA, CHEST, HAZEL, COCO","['GROUNDS, GREEN, LAWN, FIELD', 'HEAD, CHAIR, DIRECTOR, CHIEF', 'BROWN, FICTION, DOGS, UNCHAINED', 'PEA, CHEST, HAZEL, COCO']"
"GULL, BOOBY, PELICAN, PUFFIN, IRATE, FURIOUS, LIVID, INCENSED, CANARY, SCHOOL BUS, BANANA, SUNFLOWER, LOST, BEACH, BEASTIE, HARDY","['GULL, BOOBY, PELICAN, PUFFIN', 'IRATE, FURIOUS, LIVID, INCENSED', 'CANARY, SCHOOL BUS, BANANA, SUNFLOWER', 'LOST, BEACH, BEASTIE, HARDY']"
"GUM, CHOCOLATE, LICORICE, LOLLIPOP, CONE, POLLEN, ACORN, SAP, FOOL, MARK, CHUMP, SUCKER, POTATO, FACE, NEEDLE, HURRICANE","['GUM, CHOCOLATE, LICORICE, LOLLIPOP', 'CONE, POLLEN, ACORN, SAP', 'FOOL, MARK, CHUMP, SUCKER', 'POTATO, FACE, NEEDLE, HURRICANE']"
"HAIR, WAIL, DEAR, HOARSE, COMB, WAX, HONEY, HIVE, ANGEL, WITCH, CLOWN, PIRATE, SPELL, WHILE, PERIOD, STRETCH","['HAIR, WAIL, DEAR, HOARSE', 'COMB, WAX, HONEY, HIVE', 'ANGEL, WITCH, CLOWN, PIRATE', 'SPELL, WHILE, PERIOD, STRETCH']"
"HAIR, WARDROBE, MAKEUP, PROPS, RING, CLOWN, TENT, TRAPEZE, JOKER, SINNER, SMOKER, LOVER, WITCH, LION, SCARECROW, WIZARD","['HAIR, WARDROBE, MAKEUP, PROPS', 'RING, CLOWN, TENT, TRAPEZE', 'JOKER, SINNER, SMOKER, LOVER', 'WITCH, LION, SCARECROW, WIZARD']"
"HAMPER, IRON, DRYER, WASHER, LEAD, DIRECT, GUIDE, STEER, MYSELF, ONE, IODINE, IOTA, HIDDEN, SILICON, UNCANNY, DEATH","['HAMPER, IRON, DRYER, WASHER', 'LEAD, DIRECT, GUIDE, STEER', 'MYSELF, ONE, IODINE, IOTA', 'HIDDEN, SILICON, UNCANNY, DEATH']"
"HANDLE, DESIGNATION, MONIKER, SOBRIQUET, MARKED, CLEAR, PRONOUNCED, STRIKING, SAID, SPOKE, TOLD, VOICED, WHEEL, PORTER, ROUGH, POWER","['HANDLE, DESIGNATION, MONIKER, SOBRIQUET', 'MARKED, CLEAR, PRONOUNCED, STRIKING', 'SAID, SPOKE, TOLD, VOICED', 'WHEEL, PORTER, ROUGH, POWER']"
"HAPPINESS, FEAR, ANGER, SURPRISE, PRESTO, VOILA, BEHOLD, TADA, WIN, LAND, GET, SECURE, FIRE, ADAM, RED, CARPENTER","['HAPPINESS, FEAR, ANGER, SURPRISE', 'PRESTO, VOILA, BEHOLD, TADA', 'WIN, LAND, GET, SECURE', 'FIRE, ADAM, RED, CARPENTER']"
"HAW, LOO, CONDO, HERO, PUNCH, EDGE, SPICE, BITE, DART, HEM, PLEAT, SEAM, CAN, DRY, FREEZE, CURE","['HAW, LOO, CONDO, HERO', 'PUNCH, EDGE, SPICE, BITE', 'DART, HEM, PLEAT, SEAM', 'CAN, DRY, FREEZE, CURE']"
"HIDE, BLOCK, OBSCURE, COVER, BLANK, SPACE, FLAKE, FORGET, SHIFT, COMMAND, CONTROL, OPTION, STICK, BONE, BALL, FRISBEE","['HIDE, BLOCK, OBSCURE, COVER', 'BLANK, SPACE, FLAKE, FORGET', 'SHIFT, COMMAND, CONTROL, OPTION', 'STICK, BONE, BALL, FRISBEE']"
"HIP, EYE, LEG, ARM, BAD, FLY, ILL, RAD, BIG, SAW, ELF, HER, TEA, SEW, FAR, DOE","['HIP, EYE, LEG, ARM', 'BAD, FLY, ILL, RAD', 'BIG, SAW, ELF, HER', 'TEA, SEW, FAR, DOE']"
"HIP, KNEE, SHOULDER, WRIST, MOTHER, AIRPLANE, OKLAHOMA, THEM, RAVEN, COWBOY, PACKER, BRONCO, SPIRAL, ELBOW, SHELL, BOWTIE","['HIP, KNEE, SHOULDER, WRIST', 'MOTHER, AIRPLANE, OKLAHOMA, THEM', 'RAVEN, COWBOY, PACKER, BRONCO', 'SPIRAL, ELBOW, SHELL, BOWTIE']"
"HIVE, DEN, LAIR, NEST, EVEN, JUST, FAIR, EQUAL, CLOUD, WEB, NET, METAVERSE, IMPOSSIBLE, GOOD, NOTHING, WARREN","['HIVE, DEN, LAIR, NEST', 'EVEN, JUST, FAIR, EQUAL', 'CLOUD, WEB, NET, METAVERSE', 'IMPOSSIBLE, GOOD, NOTHING, WARREN']"
"HOGWASH, BUNK, HORSEFEATHERS, CROCK, GOATEE, PITCHFORK, TAIL, HORNS, HAMMER, HURDLE, POLE, BATON, HITCH, BEND, SHEEPSHANK, BOWLINE","['HOGWASH, BUNK, HORSEFEATHERS, CROCK', 'GOATEE, PITCHFORK, TAIL, HORNS', 'HAMMER, HURDLE, POLE, BATON', 'HITCH, BEND, SHEEPSHANK, BOWLINE']"
"HOOP, RING, BAND, CIRCLE, HAMPER, BASKET, CHEST, BIN, CAP, CURB, CHECK, LIMIT, NBA, PAPER, PEARL, TRAFFIC","['HOOP, RING, BAND, CIRCLE', 'HAMPER, BASKET, CHEST, BIN', 'CAP, CURB, CHECK, LIMIT', 'NBA, PAPER, PEARL, TRAFFIC']"
"HORSE, DRAGON, RABBIT, TIGER, GNOME, TROLL, GOBLIN, OGRE, LEAF, STALK, PETAL, BUD, MOLE, SPY, PLANT, AGENT","['HORSE, DRAGON, RABBIT, TIGER', 'GNOME, TROLL, GOBLIN, OGRE', 'LEAF, STALK, PETAL, BUD', 'MOLE, SPY, PLANT, AGENT']"
"HORSESHOE, RAINBOW, CLOVER, MOON, TIN, LEAD, IRON, ZINC, NICKEL, QUARTER, PENNY, DIME, HALF, NECK, SO, AGAIN","['HORSESHOE, RAINBOW, CLOVER, MOON', 'TIN, LEAD, IRON, ZINC', 'NICKEL, QUARTER, PENNY, DIME', 'HALF, NECK, SO, AGAIN']"
"HUM, SING, WHISTLE, SCAT, SODA, MINT, LIME, RUM, STICK, GUM, TAPE, GLUE, GROSS, COUNT, SUM, TOTAL","['HUM, SING, WHISTLE, SCAT', 'SODA, MINT, LIME, RUM', 'STICK, GUM, TAPE, GLUE', 'GROSS, COUNT, SUM, TOTAL']"
"HURRICANE, MANHATTAN, COSMOPOLITAN, SCREWDRIVER, W, GLAMOUR, ALLURE, ELLE, CHICAGO, PHILADELPHIA, RIO, MUNICH, CYCLONE, TORNADO, SQUALL, BLIZZARD","['HURRICANE, MANHATTAN, COSMOPOLITAN, SCREWDRIVER', 'W, GLAMOUR, ALLURE, ELLE', 'CHICAGO, PHILADELPHIA, RIO, MUNICH', 'CYCLONE, TORNADO, SQUALL, BLIZZARD']"
"HYBRID, COMPOUND, CROSS, BLEND, PLANT, LODGE, STICK, WEDGE, HOUSE, HOTEL, TOKEN, DEED, QUALITY, BIRTH, REMOTE, CRUISE","['HYBRID, COMPOUND, CROSS, BLEND', 'PLANT, LODGE, STICK, WEDGE', 'HOUSE, HOTEL, TOKEN, DEED', 'QUALITY, BIRTH, REMOTE, CRUISE']"
"ICE, BOUILLON, SUGAR, DIE, STOCK, CD, BOND, OPTION, WAX, PLATTER, VINYL, LP, SOUP, HERRING, WISH, FUNNY","['ICE, BOUILLON, SUGAR, DIE', 'STOCK, CD, BOND, OPTION', 'WAX, PLATTER, VINYL, LP', 'SOUP, HERRING, WISH, FUNNY']"
"ICE, LOCK, SECURE, CINCH, COAST, BREEZE, SAIL, GLIDE, STILL, SHOT, SNAP, PIC, WET, SECURITY, PICNIC, THROW","['ICE, LOCK, SECURE, CINCH', 'COAST, BREEZE, SAIL, GLIDE', 'STILL, SHOT, SNAP, PIC', 'WET, SECURITY, PICNIC, THROW']"
"INDEX, APPENDIX, CHAPTER, PREFACE, ITCHY, PINKY, SPEEDY, JERRY, BUZZ, RING, CALL, DIAL, DINKY, SLIGHT, MINUTE, LITTLE","['INDEX, APPENDIX, CHAPTER, PREFACE', 'ITCHY, PINKY, SPEEDY, JERRY', 'BUZZ, RING, CALL, DIAL', 'DINKY, SLIGHT, MINUTE, LITTLE']"
"INFANT, PUB, SWIMMING, TICKER, TOM, SNARE, CYMBAL, KICK, DRIVER, EAGLE, STROKE, HOLE, WING, TENDER, BREAST, DRUMSTICK","['INFANT, PUB, SWIMMING, TICKER', 'TOM, SNARE, CYMBAL, KICK', 'DRIVER, EAGLE, STROKE, HOLE', 'WING, TENDER, BREAST, DRUMSTICK']"
"ISLAND, BUNNY, EGG, SUNDAY, MIXER, RANGE, COUNTER, SINK, BASH, PARTY, BLOWOUT, SHINDIG, WHALE, PUPPET, CRICKET, WOODCARVER","['ISLAND, BUNNY, EGG, SUNDAY', 'MIXER, RANGE, COUNTER, SINK', 'BASH, PARTY, BLOWOUT, SHINDIG', 'WHALE, PUPPET, CRICKET, WOODCARVER']"
"JACKET, SLEEVE, INSERT, RECORD, BODY, CANON, WORKS, OEUVRE, HOOD, FUJI, OLYMPUS, WHITNEY, MARACA, HANDS, POLAROID, SNOWGLOBE","['JACKET, SLEEVE, INSERT, RECORD', 'BODY, CANON, WORKS, OEUVRE', 'HOOD, FUJI, OLYMPUS, WHITNEY', 'MARACA, HANDS, POLAROID, SNOWGLOBE']"
"JACUZZI, Q-TIP, CHAPSTICK, XEROX, X-RAY, TOOTHBRUSH, DRILL, SINK, BIKINI, G-STRING, HIPSTER, THONG, HANGER, T-BONE, SKIRT, FILET","['JACUZZI, Q-TIP, CHAPSTICK, XEROX', 'X-RAY, TOOTHBRUSH, DRILL, SINK', 'BIKINI, G-STRING, HIPSTER, THONG', 'HANGER, T-BONE, SKIRT, FILET']"
"JAGUAR, TOUCAN, ANACONDA, CAPYBARA, BOTTOM, FOOT, FOUNDATION, BASE, COMPANY, HAIR, GREASE, RENT, LEGS, LION, CUCUMBER, CHANGE","['JAGUAR, TOUCAN, ANACONDA, CAPYBARA', 'BOTTOM, FOOT, FOUNDATION, BASE', 'COMPANY, HAIR, GREASE, RENT', 'LEGS, LION, CUCUMBER, CHANGE']"
"JEANS, JAY, MOON, WHALE, GOBLIN, BERET, THUMB, SALAD, RAIN, HAZE, HEART, PROSE, JACKET, CAB, PAGES, JOURNALISM","['JEANS, JAY, MOON, WHALE', 'GOBLIN, BERET, THUMB, SALAD', 'RAIN, HAZE, HEART, PROSE', 'JACKET, CAB, PAGES, JOURNALISM']"
"JOB, ACTS, MARK, KINGS, WILD, STARS, KRAKEN, FLAMES, SOURCE, GERM, GENESIS, SEED, NAP, PLANT, RANGER, TRIP","['JOB, ACTS, MARK, KINGS', 'WILD, STARS, KRAKEN, FLAMES', 'SOURCE, GERM, GENESIS, SEED', 'NAP, PLANT, RANGER, TRIP']"
"JUICE, PUNCH, MILK, SODA, PANT, SMITE, BLOUSE, STICK, PRUNE, POT, WATER, FERTILIZE, SKI, SOCK, EARBUD, BOOKEND","['JUICE, PUNCH, MILK, SODA', 'PANT, SMITE, BLOUSE, STICK', 'PRUNE, POT, WATER, FERTILIZE', 'SKI, SOCK, EARBUD, BOOKEND']"
